stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type
37.438941254,1,-121.885477201,3655,,PARK VICTORIA & PARK HEIGHTS,0
37.322932447,1,-121.880380844,3208,,1ST & MARTHA,0
37.220848233,1,-121.866386997,2989,,CAMDEN & TRINIDAD,0
37.221932016,1,-121.873170511,2988,,CAMDEN & CRYSTAL SPRINGS,0
37.356952972,1,-121.846529188,3029,,ALUM ROCK & JOSE FIGUERES,0
37.355282599,1,-121.850028378,3028,,ALUM ROCK & CHECKERS,0
37.232404981,1,-121.884206141,2983,,MERIDIAN & OAKGLEN,0
37.235076245,1,-121.886953919,2982,,MERIDIAN & TORRINGTON,0
37.330449332,1,-121.902497891,3025,,SAN JOSE CALTRAIN STATION,0
37.327207603,1,-121.900462495,3024,,AUTUMN & PARK,0
37.325183889,1,-121.900532163,3023,,MONTGOMERY & SAN CARLOS,0
37.320481718,1,-121.89738891,3022,,BIRD & VIRGINIA,0
37.318191275,1,-121.897522732,3021,,BIRD & FULLER,0
37.316014815,1,-121.897662117,3020,,BIRD & ATLANTA,0
37.400247003,1,-122.109194704,524,,SHOWERS & LATHAM,0
37.400724762,1,-122.114116229,525,,SAN ANTONIO & EL CAMINO,0
37.396919541,1,-122.114401088,526,,SAN ANTONIO & PORTOLA,0
37.392004333,1,-122.114281857,527,,SAN ANTONIO & PINE,0
37.348438674,1,-122.014154789,1018,,WOLFE & ELIZABETH,0
37.35094672,1,-122.014168667,1019,,WOLFE & ELEANOR,0
37.335024488,1,-122.014093958,1014,,WOLFE & PRUNERIDGE,0
37.338164644,1,-122.014102982,1015,,WOLFE & HOMESTEAD,0
37.341672561,1,-122.014143472,1016,,WOLFE & INVERNESS,0
37.345171827,1,-122.014133423,1017,,WOLFE & MARION,0
37.387550291,1,-122.114279615,528,,SAN ANTONIO & YERBA BUENA,0
37.385112201,1,-122.114315104,529,,SAN ANTONIO & ALMOND,0
37.32373693,1,-122.01409408,1012,,WOLFE & STEVENS CREEK,0
37.327150401,1,-122.014076491,1013,,WOLFE @ VALLCO,0
37.312007372,1,-121.804074275,1234,,ABORN & BRIGADOON,0
37.31267602,1,-121.799334952,1235,,ABORN & GLENRIO,0
37.313235356,1,-121.795557102,1236,,ABORN & KETTMANN,0
37.313670639,1,-121.792559388,1237,,ABORN & WHITE,0
37.327834003,1,-121.810917902,1230,,EASTRIDGE TRANSIT CENTER,0
37.317211996,1,-121.808211132,1231,,CAPITOL & NIEMAN,0
37.294237868,1,-121.968835478,4198,,HAMILTON & PHOENIX,0
37.293957716,1,-121.97409241,4199,,HAMILTON & MENDENHALL,0
37.294340382,1,-121.962742863,4196,,HAMILTON & DARRYL,0
37.294289884,1,-121.96596279,4197,,HAMILTON & MARATHON,0
37.29439875,1,-121.955028912,4194,,HAMILTON & EDEN,0
37.294391356,1,-121.958834887,4195,,HAMILTON & MILLICH,0
37.309354275,1,-121.783410437,1238,,SAN FELIPE & FOWLER (OP),0
37.294390008,1,-121.950566041,4193,,HAMILTON & WINCHESTER,0
37.294500684,1,-121.930415173,4190,,HAMILTON & BASCOM,0
37.294440384,1,-121.934957733,4191,,HAMILTON & CREEKSIDE,0
37.52635753,1,-121.98451551,5671,,STEVENSON & OMAR,0
37.52541835,1,-121.9856019,5672,,STEVENSON & FARWELL,0
37.552452,1,-121.97210262,5673,,CIVIC CENTER & STEVENSON,0
37.427534069,1,-122.143714162,4358,,CALIFORNIA & BIRCH,0
37.01031059,1,-121.55587777,5675,,CAMINO ARROYO & 6TH,0
37.027313,1,-121.572152,5676,,MURRAY & LINCOLN,0
37.027887,1,-121.572717,5677,,MURRAY & KISHIMURA,0
37.007165,1,-121.567734,5678,,6TH & RAILROAD,0
37.4226608,1,-122.147777558,4355,,CALIFORNIA & WELLSLEY,0
37.425399028,1,-122.14545661,4356,,CALIFORNIA & EL CAMINO,0
37.42611541,1,-122.144919129,4357,,CALIFORNIA & MIMOSA,0
37.413487109,1,-122.143457642,4350,,HANOVER & CURVE (NS),0
37.415422453,1,-122.14333559,4351,,HANOVER & CURVE (FS),0
37.417529394,1,-122.14745811,4352,,HANOVER & PAGE MILL,0
37.419470999,1,-122.150440433,4353,,CALIFORNIA & HANOVER,0
37.339356702,1,-121.88405638,438,,SANTA CLARA & 7TH,0
37.337532647,1,-121.887908607,439,,SANTA CLARA & 4TH,0
37.342023891,1,-121.878455625,436,,SANTA CLARA & 13TH,0
37.341129477,1,-121.880327097,437,,SANTA CLARA & 11TH,0
37.3438134,1,-121.874670942,434,,SANTA CLARA & 17TH,0
37.342496057,1,-121.877431097,435,,SANTA CLARA & 14TH,0
37.346353049,1,-121.869275851,432,,SANTA CLARA & 22ND,0
37.345045599,1,-121.872062568,433,,SANTA CLARA & 20TH,0
37.347834184,1,-121.866188605,430,,SANTA CLARA & 26TH,0
37.346974766,1,-121.867978115,431,,SANTA CLARA & 24TH,0
37.307530319,1,-121.847452423,3809,,SENTER & TULLY,0
37.311025107,1,-121.851122133,3808,,SENTER & BURKE,0
37.2918386,1,-121.993594556,897,,PROSPECT & SARATOGA,0
37.317922296,1,-121.858424564,3805,,SENTER & PHELAN,0
37.321351679,1,-121.861742063,3804,,SENTER & ALMA,0
37.312822462,1,-121.853058473,3807,,SENTER & WOOL CREEK,0
37.31453234,1,-121.855009358,3806,,SENTER & NEEDLES,0
37.334285244,1,-121.87636202,3801,,10TH & SAN SALVADOR,0
37.33715229,1,-121.8784769,3800,,10TH & SAN ANTONIO,0
37.326972584,1,-121.870912378,3803,,10TH & MARTHA,0
37.331809981,1,-121.87451016,3802,,10TH & REED,0
37.352510042,1,-121.980333682,473,,EL CAMINO & ALPINE,0
37.353930891,1,-121.890152173,2864,,TAYLOR & 11TH,0
37.327931467,1,-122.069309096,558,,FOOTHILL & ALPINE,0
37.152956,1,-121.63571,5708,,ELM & HALF,0
37.334358,1,-121.892217,5709,,SAN PEDRO & POST,0
37.433076,1,-121.909431,5704,,ABLE & WELLER,0
37.234073,1,-121.765889,5705,,MONTEREY & MENARD,0
37.351545,1,-121.901862,5706,,1ST & MISSION,0
37.330511,1,-121.812493,5707,,CAPITOL & TULLY,0
37.414797,1,-121.954084,5700,,VISTA MONTANA & 1ST,0
37.388352226,1,-121.961845896,1967,,MISSION COLLEGE & WYATT,0
37.41907,1,-121.945703,5702,,HOLGER & ZANKER (MD),0
37.418947,1,-121.940701,5703,,HOLGER & ZANKER,0
37.341138197,1,-122.071929971,555,,GRANT & ARBORETUM,0
37.344033399,1,-122.075752485,554,,GRANT @ LIBRARY,0
37.236461468,1,-121.903106145,1162,,BLOSSOM HILL & CAMDEN,0
37.327222612,1,-121.893113746,4776,,CHILDRENS DISCOVERY MUSEUM STA (1),0
37.31916432,1,-121.889947837,4777,,VIRGINIA STATION (1),0
37.333480949,1,-121.887188258,4774,,SAN ANTONIO STATION (1),0
37.32980922,1,-121.890538375,4775,,CONVENTION CENTER STATION (1),0
37.338358408,1,-121.890805169,4772,,ST JAMES STATION (1),0
37.335795858,1,-121.888910201,4773,,SANTA CLARA STATION (1),0
37.351380186,1,-121.901956508,4770,,CIVIC CENTER STATION (1),0
37.344963721,1,-121.897115907,4771,,JAPANTOWN / AYER STATION (1),0
37.337795773,1,-121.940588574,4076,,NEWHALL & TULIP,0
37.311256779,1,-121.884300454,4778,,TAMIEN STATION (1),0
37.293043673,1,-121.872342901,4779,,CURTNER STATION (1),0
37.307107712,1,-121.891759934,4174,,MINNESOTA & BIRD,0
37.305830494,1,-121.893787013,4175,,MINNESOTA & CURTISS,0
37.304829124,1,-121.895418468,4176,,MINNESOTA & SETTLE,0
37.303540933,1,-121.89770396,4177,,MINNESOTA & LINCOLN,0
37.311173372,1,-121.881554069,4170,,ALMA & LICK,0
37.309334324,1,-121.886279576,4171,,ALMA & BELMONT,0
37.309078338,1,-121.88754951,4172,,ALMA & MINNESOTA,0
37.30864054,1,-121.889227433,4173,,MINNESOTA & HERVEY,0
37.302617287,1,-121.899624352,4178,,MINNESOTA & GLENPINE,0
37.301439303,1,-121.900991505,4179,,NEWPORT & MINNESOTA,0
37.413205812,1,-122.009552661,4469,,CROSSMAN & BALTIC,0
37.29209612,1,-121.993696945,995,,PROSPECT & SARATOGA,0
37.332004138,1,-121.894202766,2949,,SAN FERNANDO & ALMADEN BLVD (FS),0
37.290871125,1,-121.990870876,994,,CAMPBELL & SARATOGA,0
37.332958902,1,-121.892279662,2948,,SAN FERNANDO & ALMADEN AVE,0
37.293114106,1,-122.002595766,997,,PROSPECT & ENGLISH,0
37.293553662,1,-121.960887173,4619,,SAN TOMAS & HAMILTON,0
37.307999303,1,-121.963942273,4618,,SAN TOMAS & WILLIAMS,0
37.29287638,1,-122.000671554,996,,PROSPECT & LYLE,0
37.352967982,1,-121.968302756,4611,,SAN TOMAS & EL CAMINO,0
37.341270259,1,-121.969695607,4610,,SAN TOMAS & HOMESTEAD,0
37.358230564,1,-121.968825988,4613,,SAN TOMAS & CABRILLO,0
37.35981203,1,-121.968395641,4612,,SAN TOMAS & CABRILLO,0
37.339996209,1,-121.969689555,4615,,SAN TOMAS & HOMESTEAD,0
37.351724612,1,-121.968819302,4614,,SAN TOMAS & EL CAMINO,0
37.322442169,1,-121.964274528,4617,,SAN TOMAS & STEVENS CREEK,0
37.329328542,1,-121.967834484,4616,,SAN TOMAS & PRUNERIDGE,0
37.337205046,1,-121.88332406,2944,,SAN FERNANDO & 7TH,0
37.288296285,1,-121.987406394,993,,CAMPBELL & FALLBROOK,0
37.297684123,1,-122.032410712,2228,,DE ANZA & SHARON,0
37.286576415,1,-121.98477435,992,,CAMPBELL & CASTRO,0
37.35305507,1,-121.936670867,1,,SANTA CLARA CALTRAIN STATION,0
37.111367157,1,-121.640979355,146,,MONTEREY & VINEYARD,0
37.293451904,1,-122.008079344,999,,PROSPECT & JOHNSON,0
37.293273266,1,-122.00459403,998,,PROSPECT & BROOKGLEN,0
37.520360393,1,-121.918013054,4505,,MISSION & HUNTER LANE,0
37.539232284,1,-121.923652424,4504,,MISSION & HWY 680,0
37.409089995,1,-121.94551663,4507,,TASMAN & 1ST,0
37.499928244,1,-121.919604901,4506,,MISSION & PASEO PADRE,0
37.556868725,1,-121.975319776,4501,,FREMONT BART STATION,0
37.558388156,1,-121.953170709,4500,,MISSION & LAS PALMAS,0
37.547063435,1,-121.935392969,4503,,MISSION & CALLERY,0
37.55793798,1,-121.952864268,4502,,MISSION & LAS PALMAS,0
37.409892081,1,-121.953090037,4509,,TASMAN & CHAMPION CT,0
37.40806691,1,-121.949692457,4508,,TASMAN & RIO ROBLES,0
37.225296797,1,-121.773093783,3401,,SANTA TERESA & CHANTILLEY,0
37.218015107,1,-121.857572434,121,,ALMADEN & CROWN,0
37.410992806,1,-122.058755795,2082,,SOUTH AKRON & WESCOAT,0
37.404750895,1,-122.06760211,2080,,MOFFETT & LEONG,0
37.21525843,1,-121.853635141,122,,ALMADEN & TRINIDAD,0
37.395006409,1,-122.089649332,1537,,CALIFORNIA & MARIPOSA,0
37.373446561,1,-121.977839507,2538,,BOWERS & KIFER,0
37.36692003,1,-121.976372501,2539,,BOWERS & CHROMITE,0
37.403139724,1,-121.979493798,2532,,TASMAN & OLD IRONSIDES,0
37.401836631,1,-121.977974158,2533,,GREAT AMERICA & TASMAN,0
37.403968433,1,-121.984176866,2530,,PATRICK HENRY & TASMAN,0
37.399426464,1,-121.979639918,2531,,OLD IRONSIDES & OLD GLORY,0
37.380055871,1,-121.977936058,2536,,BOWERS & SCOTT,0
37.377721298,1,-121.977933123,2537,,BOWERS & CENTRAL,0
37.399166528,1,-121.978135784,2534,,GREAT AMERICA & OLD GLORY,0
37.39169745,1,-121.976562835,2535,,GREAT AMERICA & MISSION COLLEGE,0
37.298756137,1,-121.949762724,2712,,WINCHESTER & DRIFTWOOD,0
37.30197012,1,-121.949788431,2713,,WINCHESTER & PAYNE,0
37.293107846,1,-121.949758199,2710,,WINCHESTER & HAMILTON,0
37.296855407,1,-121.949749992,2711,,WINCHESTER & COLONIAL,0
37.315695881,1,-121.949942186,2716,,WINCHESTER & MOORPARK,0
37.318781177,1,-121.949949439,2717,,WINCHESTER & OLSEN,0
37.306791991,1,-121.949846212,2714,,WINCHESTER & WALGROVE,0
37.308728392,1,-121.94986938,2715,,WINCHESTER & WILLIAMS,0
37.320965935,1,-121.949996799,2718,,WINCHESTER & OLIN,0
37.393272257,1,-122.085266933,1535,,CALIFORNIA & SHORELINE,0
37.210629888,1,-121.827951734,128,,CAMDEN & CASSWOOD,0
37.207041102,1,-121.824331897,129,,CAMDEN & HARRY,0
37.265146669,1,-121.973107288,1832,,POLLARD & BRACEBRIDGE,0
37.268801768,1,-121.972262963,1833,,BURROWS & HACIENDA,0
37.261713632,1,-121.966321014,1830,,KNOWLES & DARDENELLI,0
37.262179813,1,-121.970151629,1831,,POLLARD & EL CAMINO-LG HOSPITAL,0
37.26907216,1,-121.958513453,1836,,HACIENDA & WALNUT,0
37.330543361,1,-121.871960217,3798,,11TH & MARGARET,0
37.269061993,1,-121.9667168,1834,,HACIENDA & GAY,0
37.269084079,1,-121.961760669,1835,,HACIENDA & CAPRI,0
37.324324513,1,-121.864207844,3795,,SENTER & KELLY PARK,0
37.32199064,1,-121.861975582,3794,,SENTER & ALMA,0
37.327437148,1,-121.8696377,3797,,11TH & MARTHA,0
37.325163444,1,-121.867946642,3796,,11TH & KEYES,0
37.312899521,1,-121.852663925,3791,,SENTER & WOOL CREEK,0
37.311929311,1,-121.851617996,3790,,SENTER & RR-XING,0
37.318945226,1,-121.85902435,3793,,SENTER & PHELAN,0
37.31583894,1,-121.855926974,3792,,SENTER & NEEDLES,0
37.380817249,1,-122.006932042,2406,,ARQUES & COMMERCIAL (FS),0
37.380580054,1,-122.004190245,2407,,ARQUES & COMMERCIAL (MD),0
37.381489537,1,-122.017938168,2404,,ARQUES & FAIR OAKS,0
37.380885091,1,-122.013037291,2405,,ARQUES & WOLFE,0
36.995630903,1,-121.573058202,4985,,PRINCEVALLE & JOHNSON,0
37.40355545,1,-122.127968113,4390,,ARASTRADERO & TERMAN,0
37.329669841,1,-122.0325295,2400,,DE ANZA & MARIANI,0
37.326283915,1,-122.03248122,2401,,DE ANZA & LAZANEO,0
37.292153726,1,-121.880843766,933,,CURTNER & COASTLAND,0
37.291061375,1,-121.884010822,932,,CURTNER & CELESTINE,0
37.289923312,1,-121.887204046,931,,CURTNER & LINCOLN,0
37.288775932,1,-121.890436485,930,,CURTNER & RICHLAND,0
37.298397438,1,-121.868736887,937,,CURTNER & STONE,0
37.292075173,1,-121.872581333,936,,CURTNER LIGHT RAIL STATION,0
37.380403654,1,-122.001151517,2408,,ARQUES & SANTA TRINITA,0
37.380385363,1,-121.998443704,2409,,ARQUES & LAWRENCE,0
37.27960951,1,-121.94790653,5380,,WINCHESTER STATION (0),0
37.32839294,1,-121.90340672,5381,,DIRIDON STATION (1),0
37.31715496,1,-121.91075288,5382,,RACE STATION (1),0
37.31012168,1,-121.91848277,5383,,FRUITDALE STATION (1),0
37.29946665,1,-121.93030419,5384,,BASCOM STATION (1),0
37.29369104,1,-121.93657642,5385,,HAMILTON STATION (1),0
37.28548307,1,-121.94339544,5386,,CAMPBELL STATION (1),0
37.27917796,1,-121.94830663,5387,,WINCHESTER STATION (1),0
37.33036666,1,-121.89811631,5388,,SAN FERNANDO STATION (0),0
37.33024849,1,-121.89904461,5389,,SAN FERNANDO STATION (1),0
37.407825272,1,-121.984866391,1955,,PATRICK HENRY & OLD MTN. VIEW-ALVIS,0
37.410185686,1,-121.984849968,1954,,PATRICK HENRY & OLD MTN. VIEW-ALVIS,0
37.4040252,1,-121.980237757,1957,,OLD IRONSIDES & TASMAN,0
37.406707729,1,-121.984449184,1956,,PATRICK HENRY & BUNKER HILL,0
37.410743185,1,-121.982615579,1953,,OLD MTN. VIEW-ALVISO & BETSY ROSS,0
37.410542916,1,-121.978152079,1952,,OLD MTN. VIEW-ALVISO & GREAT AMERIC,0
37.399323297,1,-121.985080315,1959,,PATRICK HENRY & DEMOCRACY (MD),0
37.402509974,1,-121.98474317,1958,,PATRICK HENRY & DEMOCRACY (OP),0
37.403193726,1,-121.903031215,3249,,OAKLAND & MONTAGUE,0
37.407840678,1,-121.902989514,3248,,MAIN & CEDAR,0
37.419312406,1,-121.903928442,3243,,MAIN & CURTIS,0
37.421856939,1,-121.904712919,3242,,MAIN & CORNING (MD),0
37.424785048,1,-121.905453561,3241,,MAIN & CORNING (FS),0
37.426791707,1,-121.905953265,3240,,MAIN & SINNOTT,0
37.397890126,1,-121.924623171,1990,,MONTAGUE & RIVER OAKS,0
37.146640287,1,-121.633981624,228,,LIVE OAK HIGH SCHOOL,0
37.308546304,1,-121.967090024,829,,WILLIAMS & BOYNTON,0
37.308890373,1,-121.960201056,828,,WILLIAMS & CYPRESS,0
37.419039806,1,-122.111639415,4405,,CHARLESTON & NELSON,0
37.308956615,1,-121.950808614,825,,WILLIAMS & WINCHESTER,0
37.31158096,1,-121.950219837,824,,WINCHESTER & NEAL,0
37.308894827,1,-121.958252474,827,,WILLIAMS & CALBORO,0
37.308908804,1,-121.955586404,826,,WILLIAMS & EDEN,0
37.316164234,1,-121.942240641,821,,MOORPARK & MONROE,0
37.420021967,1,-122.109729732,4406,,CHARLESTON & MIDDLEFIELD,0
37.313833162,1,-121.950246526,823,,WINCHESTER & MAGLIOCCO,0
37.315595041,1,-121.95026514,822,,WINCHESTER & MOORPARK,0
37.420656292,1,-122.108187528,4407,,CHARLESTON & SUTHERLAND,0
37.383334628,1,-122.032524686,2284,,MATHILDA & CALIFORNIA,0
37.39406665,1,-122.087290312,1536,,CALIFORNIA & PALO ALTO,0
37.41882663,1,-122.122159854,4400,,MEADOW & RAMONA,0
37.42091807,1,-122.120435942,4401,,MEADOW & WAVERLY,0
37.341571218,1,-121.977478145,1487,,KIELY @ KAISER (OP),0
37.338837152,1,-121.976861737,1486,,KIELY & HOMESTEAD,0
37.237131545,1,-121.799489577,3306,,SANTA TERESA & DEL CANTO,0
37.236284855,1,-121.789478715,3304,,SANTA TERESA LIGHT RAIL STATION,0
37.415192263,1,-122.117842679,4403,,CHARLESTON & ALMA,0
37.236816794,1,-121.810405598,3302,,SANTA TERESA & MADISON,0
37.236836128,1,-121.807607763,3303,,SANTA TERESA & SNOWBERRY,0
37.236787294,1,-121.816506668,3300,,SANTA TERESA & LEAN,0
37.124394,1,-121.661182,5493,,ALKIRE & PEAK,0
37.405017039,1,-121.984376644,5252,,PATRICK HENRY & BUNKER HILL,0
37.274331827,1,-121.853975556,1712,,CAPITOL & BLUEFIELD,0
37.41438968,1,-121.90212329,5250,,GREAT MALL STATION (1),0
37.322667892,1,-121.872230573,794,,KEYES & 7TH,0
37.32412791,1,-121.86915101,793,,KEYES & 10TH,0
37.325623629,1,-121.86631069,792,,KEYES & UPRR XNG,0
37.329974816,1,-121.85800513,791,,STORY & LUCRETIA,0
37.27721666,1,-121.841119477,1714,,CAPITOL & SNELL,0
37.274702481,1,-121.855284865,1719,,CAPITOL & COPPERFIELD,0
37.274770216,1,-121.850944401,1718,,CAPITOL & VISTAPARK,0
37.314315745,1,-121.890292177,799,,WILLOW & MINNESOTA,0
37.317202634,1,-121.885281395,798,,WILLOW & PALM,0
37.414782393,1,-122.100878513,1270,,MIDDLEFIELD & ALVIN,0
37.380419149,1,-121.98505764,2412,,SCOTT & GARRETT,0
37.412337322,1,-122.098388001,1271,,MIDDLEFIELD & THADDEUS,0
37.371811635,1,-122.109729072,2143,,EL MONTE & GIFFIN,0
37.409246379,1,-122.011773954,854,,JAVA & CROSSMAN,0
37.380459036,1,-121.977169246,2414,,SCOTT & BOWERS,0
37.251570188,1,-121.821149288,1139,,BLOSSOM HILL & LATHROP,0
37.251617388,1,-121.816974073,1138,,BLOSSOM HILL & LEAN,0
37.377523401,1,-122.104456196,2141,,EL MONTE & HAWTHORNE,0
37.409714942,1,-122.087670895,1274,,MIDDLEFIELD & FARLEY,0
37.245180528,1,-121.803751152,1131,,COTTLE & RALEIGH,0
37.242188669,1,-121.803716547,1130,,COTTLE & (LIGHT RAIL) PARK & RIDE,0
37.251641412,1,-121.812290438,1137,,BLOSSOM HILL & CALPINE,0
37.251590394,1,-121.808568237,1136,,BLOSSOM HILL & BESWICK,0
37.251594622,1,-121.805229801,1135,,POUGHKEEPSIE & COTTLE,0
37.409198111,1,-122.084685646,1275,,MIDDLEFIELD & BURGOYNE,0
37.377052202,1,-121.96128235,2419,,SCOTT & JAY,0
37.405816571,1,-122.077628929,1276,,MIDDLEFIELD & SHORELINE,0
37.377934367,1,-121.964329979,2418,,SCOTT & SAN TOMAS (FS),0
37.352485366,1,-121.99377761,476,,EL CAMINO & FLORA VISTA,0
37.403384913,1,-122.075059729,1277,,MIDDLEFIELD & SAN VERON,0
37.313329478,1,-121.902252004,3018,,COE & LEONA,0
37.314341362,1,-121.89956091,3019,,COE & CLINTONIA,0
37.30326997,1,-121.896723545,3012,,LINCOLN & MINNESOTA,0
37.305200592,1,-121.898616017,3013,,LINCOLN & BRACE,0
37.30072862,1,-121.894183441,3010,,LINCOLN & WILLOW GLEN,0
37.302364868,1,-121.895649371,3011,,LINCOLN & CALIFORNIA,0
37.3105648,1,-121.902480692,3016,,LINCOLN & BROADWAY,0
37.312648158,1,-121.903659023,3017,,COE & LINCOLN,0
37.306960435,1,-121.899902419,3014,,LINCOLN & MERIDITH,0
37.308789026,1,-121.90119706,3015,,LINCOLN & WILLOW,0
37.44377183,1,-122.16603389,519,,PALO ALTO CALTRAIN STATION,0
37.439958195,1,-122.162864925,518,,EL CAMINO & ENCINA,0
37.296722696,1,-122.032090148,2149,,DE ANZA & SHARON,0
37.31587518,1,-122.013224632,1009,,MILLER & PHIL,0
37.313553989,1,-122.013265631,1008,,MILLER & DISNEY,0
37.423430498,1,-122.142366689,511,,EL CAMINO & PAGE MILL,0
37.306554716,1,-122.014719562,1006,,MILLER & BALSAMO,0
37.428061081,1,-122.149322029,513,,EL CAMINO & STANFORD,0
37.30159897,1,-122.01491782,1004,,MILLER & RAINBOW,0
37.299445365,1,-122.014896123,1003,,MILLER & DIAL,0
37.295436795,1,-122.014868184,1002,,MILLER & SQUIREDELL,0
37.2936732,1,-122.014567912,1001,,PROSPECT & MILLER,0
37.293561056,1,-122.011103374,1000,,PROSPECT & PROVINCETOWN,0
37.294527473,1,-121.928417077,4189,,HAMILTON & GREYLAND,0
37.294502543,1,-121.92329648,4188,,HAMILTON & LEIGH,0
37.327447707,1,-121.895919606,621,,SAN CARLOS & DELMAS,0
37.328472416,1,-121.893649937,620,,SAN CARLOS & WOZ WAY,0
37.323626357,1,-121.911834545,627,,SAN CARLOS & RACE,0
37.323701042,1,-121.909235461,626,,SAN CARLOS & LINCOLN,0
37.323842738,1,-121.905938064,625,,SAN CARLOS & SUNOL,0
37.324916083,1,-121.900165637,624,,SAN CARLOS & BIRD,0
37.296908406,1,-121.897517067,4181,,NEWPORT & PINE,0
37.298791909,1,-121.899012772,4180,,NEWPORT & GLENWOOD,0
37.294114843,1,-121.903547231,4183,,PINE & CHERRY,0
37.295948303,1,-121.899324301,4182,,PINE & COTTLE,0
37.294250351,1,-121.909177812,4185,,HAMILTON & HAMILTON WAY,0
37.29338892,1,-121.905240201,4184,,HAMILTON & HICKS,0
37.32466263,1,-121.805426097,1229,,QUIMBY & SCOTTSDALE,0
37.294527355,1,-121.914513704,4186,,HAMILTON & MERIDIAN,0
37.02034773,1,-121.56290008,5663,,ARROYO CIRCLE & ARROYO CT,0
37.00177098,1,-121.5506682,5662,,CAMINO ARROYO & GILROY CROSSING,0
37.01164716,1,-121.55814705,5661,,CAMINO ARROYO & VALLEY HEALTH CTR,0
37.0083438,1,-121.55400673,5660,,CAMINO ARROYO & LINDSTEADT,0
37.410703657,1,-122.145754586,4349,,HANOVER & HILLVIEW (MD),0
37.409267341,1,-122.146929897,4348,,HANOVER & HILLVIEW (FS),0
37.408113053,1,-122.145473481,4347,,HILLVIEW & WATKINS-JOHNSON OFFICE,0
37.40643862,1,-122.14534153,4346,,HILLVIEW & MIRANDA (MD),0
37.405058506,1,-122.145641987,4345,,HILLVIEW & MIRANDA (FS),0
37.402230033,1,-122.145544767,4344,,HILLVIEW & COYOTE HILL,0
37.398937638,1,-122.144393482,4343,,HILLVIEW & ARASTRADERO,0
37.39502229,1,-122.143281138,4342,,HILLVIEW & ARASTRADERO,0
37.395598832,1,-122.141293141,4341,,ARASTRADERO & OLD ADOBE,0
37.39941282,1,-122.134824567,4340,,MIRANDA & ARASTRADERO,0
37.287728322,1,-121.931841655,2882,,BASCOM & FEWTRELL,0
37.272064487,1,-121.932839198,2883,,UNION & LANTZ,0
37.296389442,1,-121.93184888,2880,,BASCOM & SOUTHWEST EXPWY,0
37.291514642,1,-121.931854044,2881,,BASCOM & CAMPISI,0
37.273829956,1,-121.934732605,2886,,BASCOM & UNION,0
37.271983312,1,-121.936252686,2887,,BASCOM & CURTNER,0
37.258631224,1,-121.931437388,2884,,UNION & STRATFORD,0
37.254946818,1,-121.931403917,2885,,UNION & BARRETT,0
37.268865408,1,-121.938883014,2888,,BASCOM & SHAMROCK,0
37.26591059,1,-121.941446697,2889,,BASCOM & CAMDEN,0
37.303526501,1,-121.913732418,2958,,MERIDIAN & WILLOW,0
37.363017,1,-121.921457,11,,SAN JOSE AIRPORT - TERMINAL B,0
37.374854067,1,-122.012245803,1920,,KIFER & SAN LAZARO,0
37.371330108,1,-121.918132199,13,,OLD BAYSHORE HWY & 1ST,0
37.370602822,1,-121.920958812,12,,AIRPORT PKWY & TECHNOLOGY,0
37.368170037,1,-121.919061005,15,,TECHNOLOGY & METRO,0
37.36976951,1,-121.915883727,14,,1ST & METRO @ LR STATION,0
37.34742,1,-121.879216,5719,,JULIAN & 15TH,0
37.370146274,1,-121.921947156,16,,AIRPORT PKWY & GATEWAY,0
37.360321198,1,-121.941546749,19,,DE LA CRUZ & REED,0
37.356554,1,-121.883938,5715,,17TH & TAYLOR,0
37.349206,1,-121.887554,5713,,EMPIRE & 10TH,0
37.343016,1,-121.888334,5712,,6TH & JULIAN,0
37.339982,1,-121.886061,5711,,6TH & ST JOHN,0
37.347221,1,-121.891446,5710,,6TH & EMPIRE,0
37.352512081,1,-121.973419319,471,,EL CAMINO & BOWE,0
37.321154449,1,-121.818158715,3904,,RIGOLETTO & MOZART,0
37.321974358,1,-121.816779017,3905,,RIGOLETTO & SIBELIUS,0
37.322585138,1,-121.813336602,3906,,QUIMBY & EASTRIDGE,0
37.323207266,1,-121.811683696,3907,,QUIMBY & EASTRIDGE,0
37.312206017,1,-121.815680723,3900,,KING & TUSTIN,0
37.314654519,1,-121.818407816,3901,,KING & ALDRICH,0
37.316686328,1,-121.820344376,3902,,KING & ENESCO,0
37.319709663,1,-121.820644904,3903,,RIGOLETTO & OTHELLO,0
37.322378361,1,-121.816273583,3908,,RIGOLETTO & QUIMBY,0
37.320753134,1,-121.8190603,3909,,RIGOLETTO & BRAHMS,0
37.40118806,1,-121.938971915,4763,,RIVER OAKS STATION (1),0
37.408055891,1,-121.943997756,4762,,TASMAN STATION (1),0
37.387196978,1,-121.928714644,4765,,BONAVENTURA STATION (1),0
37.39408216,1,-121.93383732,4764,,ORCHARD STATION (1),0
37.374609103,1,-121.919317361,4767,,KARINA COURT STATION (1),0
37.381936947,1,-121.924755492,4766,,COMPONENT STATION (1),0
37.360938192,1,-121.9090988,4769,,GISH STATION (1),0
37.368663848,1,-121.914883469,4768,,METRO AIRPORT STATION (1),0
37.314625566,1,-121.876659906,4167,,ALMA & PLUM,0
37.316217465,1,-121.874411827,4166,,ALMA & 1ST,0
37.366435528,1,-121.828424176,3604,,WHITE & ALUM ROCK,0
